iso3_i,country_i,iso3_j,country_j,col,cor,cnl,cal,csl,lpn,lpa,lps,bpn,bpa,bps
DNK,Denmark,TKL,Tokelau,0.0,0.0,0.0011182111049915,,,0.0983629711788669,,,0.2034869326165486,,
DNK,Denmark,TKM,Turkmenistan,0.0,0.0,6.798067409228546e-06,0.0,0.0003335013069789,0.0292240423571362,0.0169554876735544,0.1049349044678942,0.100522979665335,0.0570321343129361,0.3563018037528079
DNK,Denmark,TLS,East Timor,0.0,0.0,3.1445235147868416e-06,0.0,0.0006688033974242,0.0003477534902924,0.0013982572308441,0.002760494348101,0.0008567783841149,0.0044035861493407,0.0085981437070704
DNK,Denmark,TON,Tonga,0.0,0.0,4.850224498750618e-05,0.2425360241220013,0.2539976070440265,0.0042664796517581,0.0917575771268849,0.2008336143681851,0.0088262162783641,0.156897354663907,0.3813056755862327
DNK,Denmark,TTO,Trinidad and Tobago,0.0,0.0,0.0019987651984029,0.0010076492205015,0.4261823464904398,0.1769235452403584,0.0064584832093075,0.34887134174641,0.3680404449629196,0.0222251051754982,0.6847361501574423
DNK,Denmark,TUN,Tunisia,0.0,0.0,5.261629556588279e-07,0.118816250882272,0.1193079626920246,0.000696307621123,0.1441614040375744,0.239117225630006,0.0023001235516524,0.4698259797210093,0.7823761996973653
DNK,Denmark,TUR,Turkey,0.0,0.0,0.0046419097625114,3.545479009321204e-06,0.0050840566530455,0.0194077653682403,2.272459124144028e-05,0.0580663894483993,0.0748385579797417,7.820047123190791e-05,0.2164890763231205
DNK,Denmark,TUV,Tuvalu,0.0,0.0,0.0,0.0677499969692613,0.0680700429672143,0.0,0.0256315555380182,0.0538223683222877,0.0,0.0438276966955547,0.1021879458742246
DNK,Denmark,TWN,Taiwan,0.0,0.0,0.0,0.0,0.0,7.511611036045969e-07,0.0,7.511611036045969e-07,7.511611036045969e-07,0.0,7.511611036045969e-07
DNK,Denmark,TZA,Tanzania,0.0,0.0,0.0,0.0670786131079659,0.0673954875379851,0.0007843535820565,0.0253775538627719,0.0554446384557763,0.0029835499839325,0.0433933762593118,0.1092503026117309
DNK,Denmark,UGA,Uganda,0.0,0.0,0.0,0.063123413267632,0.0634216036247858,4.130775510356288e-06,0.0238812006685795,0.0501510200837405,4.130775510356288e-06,0.0408347444257028,0.0952137577414821
DNK,Denmark,UKR,Ukraine,1.0,0.0,2.8132272875697474e-06,0.0,0.0019011916447351,0.1801461439896447,0.2573717112419595,0.9138439992584364,0.6594087854428283,0.865705445134185,3.1624306010006222
DNK,Denmark,URY,Uruguay,0.0,0.0,3.526020042542317e-05,0.0008944080355016,0.0421650935880117,0.1257907568608992,0.0057326688316021,0.3955997973833536,0.4980728707848292,0.0197274133243923,1.415681830292053
DNK,Denmark,USA,United States,0.0,0.0,0.0033525636128678,0.1273751987206336,0.8224982302320784,0.3061566428381462,0.0592445810102479,0.7272837386028277,0.6717655603211278,0.1216438289321893,1.5159173017512173
DNK,Denmark,UZB,Uzbekistan,0.0,0.0,2.4119294410197997e-05,0.0,0.0007581946119968,0.0332484356917907,0.0854046886510615,0.2229082340594582,0.1204948182143631,0.2872705148846208,0.7758094242810241
DNK,Denmark,VAT,Vatican City,0.0,0.0,0.0,,,0.1648225300053181,,,0.6341194182763188,,
DNK,Denmark,VCT,Saint Vincent and the Grenadines,0.0,0.0,1.1669547217779136e-05,,,0.0010271382990027,,,0.0021242021952929,,
DNK,Denmark,VEN,Venezuela,0.0,0.0,0.0,0.0009291749513321,0.0398810564981633,0.121637510336698,0.0059555058442868,0.3830114183692015,0.4864656115320787,0.0204942460130296,1.3868590041021327
DNK,Denmark,VGB,British Virgin Islands,0.0,0.0,0.002035557039877,,,0.1790569218572403,,,0.3704213420539601,,
